date,game_pk,game_number,sport,market,match,away_team_name,home_team_name,total_line,over_price,under_price,final_total_runs,result,paired_bucket,paired_winning_side,paired_over_bucket_plus_or_minus,paired_under_bucket_plus_or_minus,source_pull_time,polymarket_event_slug,polymarket_market_slug,polymarket_market_id,over_token_id,under_token_id,polymarket_event_url
2026-06-02,824918,1,MLB,Game Total O/U,Toronto Blue Jays @ Atlanta Braves,Toronto Blue Jays,Atlanta Braves,7.5,51.5,48.5,7,Under,Over 50-55 / Under 45-50,Under,Over 50-55 -,Under 45-50 +,03:00 ET history nearest over=2026-06-02T07:00:06.000Z under=2026-06-02T07:00:06.000Z,mlb-tor-atl-2026-06-02,mlb-tor-atl-2026-06-02-total-7pt5,2412704,31538215089626786018336649621380387340005721045007361136150825848157424661978,93963262529140272546308046133173837804323213596799712716756196944198055627464,https://polymarket.us/event/mlb-tor-atl-2026-06-02
2026-06-02,824918,1,MLB,Game Total O/U,Toronto Blue Jays @ Atlanta Braves,Toronto Blue Jays,Atlanta Braves,8.5,43.5,56.5,7,Under,Over 40-45 / Under 55-60,Under,Over 40-45 -,Under 55-60 +,03:00 ET history nearest over=2026-06-02T07:00:08.000Z under=2026-06-02T07:00:08.000Z,mlb-tor-atl-2026-06-02,mlb-tor-atl-2026-06-02-total-8pt5,2414525,70301109204250658722089209958845318682112924778027361115280485869238641954910,9680185176100740819434590154963764765600339100560184972118145877492685475602,https://polymarket.us/event/mlb-tor-atl-2026-06-02
2026-06-02,824918,1,MLB,Game Total O/U,Toronto Blue Jays @ Atlanta Braves,Toronto Blue Jays,Atlanta Braves,9.5,33.5,66.5,7,Under,Over 30-35 / Under 65-70,Under,Over 30-35 -,Under 65-70 +,03:00 ET history nearest over=2026-06-02T07:00:06.000Z under=2026-06-02T07:00:08.000Z,mlb-tor-atl-2026-06-02,mlb-tor-atl-2026-06-02-total-9pt5,2414526,79601717427234566824447598991845799696647551720930727658104125751037843830465,83754175282427876132945522496173944130251381108670421195849267028322901147295,https://polymarket.us/event/mlb-tor-atl-2026-06-02
2026-06-03,824755,1,MLB,Game Total O/U,Baltimore Orioles @ Boston Red Sox,Baltimore Orioles,Boston Red Sox,7.5,62.5,37.5,9,Over,Over 60-65 / Under 35-40,Over,Over 60-65 +,Under 35-40 -,03:00 ET history nearest over=2026-06-03T07:00:06.000Z under=2026-06-03T07:00:06.000Z,mlb-bal-bos-2026-06-03,mlb-bal-bos-2026-06-03-total-7pt5,2423171,27446199871656647332915703471837394508210530526546029337209435282569031846189,35260726808496560920096208977930018690151001563484581912376280459866143007401,https://polymarket.us/event/mlb-bal-bos-2026-06-03
2026-06-03,824755,1,MLB,Game Total O/U,Baltimore Orioles @ Boston Red Sox,Baltimore Orioles,Boston Red Sox,8.5,55.5,44.5,9,Over,Over 55-60 / Under 40-45,Over,Over 55-60 +,Under 40-45 -,03:00 ET history nearest over=2026-06-03T07:00:08.000Z under=2026-06-03T07:00:08.000Z,mlb-bal-bos-2026-06-03,mlb-bal-bos-2026-06-03-total-8pt5,2420275,54304530020491373019863900250796392628806215973644806782585512991435041287592,97494062400966815291907336115716191225032778992411295620961172343295963034662,https://polymarket.us/event/mlb-bal-bos-2026-06-03
2026-06-03,824755,1,MLB,Game Total O/U,Baltimore Orioles @ Boston Red Sox,Baltimore Orioles,Boston Red Sox,9.5,44.5,55.5,9,Under,Over 40-45 / Under 55-60,Under,Over 40-45 -,Under 55-60 +,03:00 ET history nearest over=2026-06-03T07:00:06.000Z under=2026-06-03T07:00:06.000Z,mlb-bal-bos-2026-06-03,mlb-bal-bos-2026-06-03-total-9pt5,2421176,24704490509322252612937878485730585287743805925301964953746062343893903011804,96178611454772001161199811075545589464393219508523858230093516897979083304707,https://polymarket.us/event/mlb-bal-bos-2026-06-03
2026-06-03,823701,1,MLB,Game Total O/U,Chicago White Sox @ Minnesota Twins,Chicago White Sox,Minnesota Twins,7.5,61,39,8,Over,Over 60-65 / Under 35-40,Over,Over 60-65 +,Under 35-40 -,03:00 ET history nearest over=2026-06-03T07:00:07.000Z under=2026-06-03T07:00:06.000Z,mlb-cws-min-2026-06-03,mlb-cws-min-2026-06-03-total-7pt5,2421166,19709476725163452598244719003284277196414133754913089084193732896634528918275,63064407536910344800245140980403436806047980305706403586811015147274395795506,https://polymarket.us/event/mlb-cws-min-2026-06-03
2026-06-03,823701,1,MLB,Game Total O/U,Chicago White Sox @ Minnesota Twins,Chicago White Sox,Minnesota Twins,8.5,52.5,47.5,8,Under,Over 50-55 / Under 45-50,Under,Over 50-55 -,Under 45-50 +,03:00 ET history nearest over=2026-06-03T07:00:08.000Z under=2026-06-03T07:00:06.000Z,mlb-cws-min-2026-06-03,mlb-cws-min-2026-06-03-total-8pt5,2420269,59037506020822031224685878349339678679859717906588942006861565273788819247745,82090513172847662962344762818031587612036162224405658329948672529806889438377,https://polymarket.us/event/mlb-cws-min-2026-06-03
2026-06-03,823701,1,MLB,Game Total O/U,Chicago White Sox @ Minnesota Twins,Chicago White Sox,Minnesota Twins,9.5,42.5,57.5,8,Under,Over 40-45 / Under 55-60,Under,Over 40-45 -,Under 55-60 +,03:00 ET history nearest over=2026-06-03T07:00:07.000Z under=2026-06-03T07:00:08.000Z,mlb-cws-min-2026-06-03,mlb-cws-min-2026-06-03-total-9pt5,2421167,81928637049458563010080979975069087680404010733406641671322766656034281647437,23675264023033927802210812025395848069258375696076867666216864107278730753883,https://polymarket.us/event/mlb-cws-min-2026-06-03
2026-06-03,823540,1,MLB,Game Total O/U,Cleveland Guardians @ New York Yankees,Cleveland Guardians,New York Yankees,7.5,45.5,54.5,9,Over,Over 45-50 / Under 50-55,Over,Over 45-50 +,Under 50-55 -,03:00 ET history nearest over=2026-06-03T07:00:07.000Z under=2026-06-03T07:00:08.000Z,mlb-cle-nyy-2026-06-03,mlb-cle-nyy-2026-06-03-total-7pt5,2421178,44758402504658240240141019901820548731338622391125596346325783252278918510872,51664839820532775826991764544053266498999537095295952183808168978234415097568,https://polymarket.us/event/mlb-cle-nyy-2026-06-03
2026-06-03,823540,1,MLB,Game Total O/U,Cleveland Guardians @ New York Yankees,Cleveland Guardians,New York Yankees,8.5,39,61,9,Over,Over 35-40 / Under 60-65,Over,Over 35-40 +,Under 60-65 -,03:00 ET history nearest over=2026-06-03T07:00:08.000Z under=2026-06-03T07:00:08.000Z,mlb-cle-nyy-2026-06-03,mlb-cle-nyy-2026-06-03-total-8pt5,2423348,50835225716060601066213213805464204908114799106460539046336558816409859354977,112369465461460892030511584785546851600339936645333328087380398997211517749714,https://polymarket.us/event/mlb-cle-nyy-2026-06-03
2026-06-03,823540,1,MLB,Game Total O/U,Cleveland Guardians @ New York Yankees,Cleveland Guardians,New York Yankees,9.5,29,71,9,Under,Over 25-30 / Under 70-75,Under,Over 25-30 -,Under 70-75 +,03:00 ET history nearest over=2026-06-03T07:00:08.000Z under=2026-06-03T07:00:08.000Z,mlb-cle-nyy-2026-06-03,mlb-cle-nyy-2026-06-03-total-9pt5,2423349,64025528941278470978728877755067731142859484596240093942704121620004419221532,29162679372950722990001301984494564371962727764830231307928219910801087316360,https://polymarket.us/event/mlb-cle-nyy-2026-06-03
2026-06-03,822973,1,MLB,Game Total O/U,Detroit Tigers @ Tampa Bay Rays,Detroit Tigers,Tampa Bay Rays,7.5,54.5,45.5,9,Over,Over 50-55 / Under 45-50,Over,Over 50-55 +,Under 45-50 -,03:00 ET history nearest over=2026-06-03T07:00:06.000Z under=2026-06-03T07:00:06.000Z,mlb-det-tb-2026-06-03,mlb-det-tb-2026-06-03-total-7pt5,2420267,71877552981056674004826872505826299152326869569737520254398025349406191827024,96189481389247358865962014410175960885969298916151808777138295490350940476470,https://polymarket.us/event/mlb-det-tb-2026-06-03
2026-06-03,822973,1,MLB,Game Total O/U,Detroit Tigers @ Tampa Bay Rays,Detroit Tigers,Tampa Bay Rays,8.5,45.5,54.5,9,Over,Over 45-50 / Under 50-55,Over,Over 45-50 +,Under 50-55 -,03:00 ET history nearest over=2026-06-03T07:00:08.000Z under=2026-06-03T07:00:06.000Z,mlb-det-tb-2026-06-03,mlb-det-tb-2026-06-03-total-8pt5,2421158,2462982899836927145852417610496082161614527610503930573390581191138244030498,42494229432131054112134727572413906894916666700427966010820111601268543542837,https://polymarket.us/event/mlb-det-tb-2026-06-03
2026-06-03,822973,1,MLB,Game Total O/U,Detroit Tigers @ Tampa Bay Rays,Detroit Tigers,Tampa Bay Rays,9.5,34.5,65.5,9,Under,Over 30-35 / Under 65-70,Under,Over 30-35 -,Under 65-70 +,03:00 ET history nearest over=2026-06-03T07:00:08.000Z under=2026-06-03T07:00:06.000Z,mlb-det-tb-2026-06-03,mlb-det-tb-2026-06-03-total-9pt5,2421162,89025069639149666462679006502662214690114876600045032707157567461194282591937,101311902830327139189764495104600398741061275810814163476795098130628929661206,https://polymarket.us/event/mlb-det-tb-2026-06-03
2026-06-03,824509,1,MLB,Game Total O/U,Kansas City Royals @ Cincinnati Reds,Kansas City Royals,Cincinnati Reds,7.5,56.5,43.5,7,Under,Over 55-60 / Under 40-45,Under,Over 55-60 -,Under 40-45 +,03:00 ET history nearest over=2026-06-03T07:00:08.000Z under=2026-06-03T07:00:08.000Z,mlb-kc-cin-2026-06-03,mlb-kc-cin-2026-06-03-total-7pt5,2423358,92888475443563470312812822407955075581911751357516383492853037907675958449604,92395703977267030645747202406081508612547345743336778468842220332554905595565,https://polymarket.us/event/mlb-kc-cin-2026-06-03
2026-06-03,824509,1,MLB,Game Total O/U,Kansas City Royals @ Cincinnati Reds,Kansas City Royals,Cincinnati Reds,8.5,47.5,52.5,7,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-06-03T07:00:06.000Z under=2026-06-03T07:00:06.000Z,mlb-kc-cin-2026-06-03,mlb-kc-cin-2026-06-03-total-8pt5,2421180,114822905435897704750091784058257636188073078457599882245875634610584315965172,39392144868770395848082681114139074838737495629967190319419050432173472141388,https://polymarket.us/event/mlb-kc-cin-2026-06-03
2026-06-03,824509,1,MLB,Game Total O/U,Kansas City Royals @ Cincinnati Reds,Kansas City Royals,Cincinnati Reds,9.5,38.5,61.5,7,Under,Over 35-40 / Under 60-65,Under,Over 35-40 -,Under 60-65 +,03:00 ET history nearest over=2026-06-03T07:00:07.000Z under=2026-06-03T07:00:06.000Z,mlb-kc-cin-2026-06-03,mlb-kc-cin-2026-06-03-total-9pt5,2420798,56998963718427426037229296108643630102530729503300127699578317614810417364054,1051253576255794076020782199345203523633542661300384405839488522263646588854,https://polymarket.us/event/mlb-kc-cin-2026-06-03
2026-06-03,822727,1,MLB,Game Total O/U,Miami Marlins @ Washington Nationals,Miami Marlins,Washington Nationals,7.5,56,44,5,Under,Over 55-60 / Under 40-45,Under,Over 55-60 -,Under 40-45 +,03:00 ET history nearest over=2026-06-03T07:00:06.000Z under=2026-06-03T07:00:08.000Z,mlb-mia-wsh-2026-06-03,mlb-mia-wsh-2026-06-03-total-7pt5,2421154,41020559178262469126651147026235830501959861300247004208093272564284533562406,24735332075416974359540730688551053884871327388180005294911272946740635662744,https://polymarket.us/event/mlb-mia-wsh-2026-06-03
2026-06-03,822727,1,MLB,Game Total O/U,Miami Marlins @ Washington Nationals,Miami Marlins,Washington Nationals,8.5,48.5,51.5,5,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-06-03T07:00:06.000Z under=2026-06-03T07:00:08.000Z,mlb-mia-wsh-2026-06-03,mlb-mia-wsh-2026-06-03-total-8pt5,2420265,107800033053094198266986805284184232012239789943950794748325691067288048504670,44477181811698732993877652987918582377004486076311397937823948989377694493331,https://polymarket.us/event/mlb-mia-wsh-2026-06-03
2026-06-03,822727,1,MLB,Game Total O/U,Miami Marlins @ Washington Nationals,Miami Marlins,Washington Nationals,9.5,38,62,5,Under,Over 35-40 / Under 60-65,Under,Over 35-40 -,Under 60-65 +,03:00 ET history nearest over=2026-06-03T07:00:06.000Z under=2026-06-03T07:00:06.000Z,mlb-mia-wsh-2026-06-03,mlb-mia-wsh-2026-06-03-total-9pt5,2421155,26409371691283064329989440114001309753431976415178217934693147624183394623696,44731840834252538813779187909795334411208772869815205419744401654191800225797,https://polymarket.us/event/mlb-mia-wsh-2026-06-03
2026-06-03,823130,1,MLB,Game Total O/U,New York Mets @ Seattle Mariners,New York Mets,Seattle Mariners,7.5,46.5,53.5,8,Over,Over 45-50 / Under 50-55,Over,Over 45-50 +,Under 50-55 -,03:00 ET history nearest over=2026-06-03T07:00:06.000Z under=2026-06-03T07:00:07.000Z,mlb-nym-sea-2026-06-03,mlb-nym-sea-2026-06-03-total-7pt5,2420271,107293323793551030000536619835999241783528001347573423645880063509731193801946,59222210072665407358576332910287532088246046081576613224003825832745146141975,https://polymarket.us/event/mlb-nym-sea-2026-06-03
2026-06-03,823130,1,MLB,Game Total O/U,New York Mets @ Seattle Mariners,New York Mets,Seattle Mariners,8.5,38.5,61.5,8,Under,Over 35-40 / Under 60-65,Under,Over 35-40 -,Under 60-65 +,03:00 ET history nearest over=2026-06-03T07:00:07.000Z under=2026-06-03T07:00:07.000Z,mlb-nym-sea-2026-06-03,mlb-nym-sea-2026-06-03-total-8pt5,2421173,16590782802765940652540768027777517547155366539251917863969980468878023395309,11701924260996481131384622103408812897289180100482624450660839167751710107109,https://polymarket.us/event/mlb-nym-sea-2026-06-03
2026-06-03,823130,1,MLB,Game Total O/U,New York Mets @ Seattle Mariners,New York Mets,Seattle Mariners,9.5,29,71,8,Under,Over 25-30 / Under 70-75,Under,Over 25-30 -,Under 70-75 +,03:00 ET history nearest over=2026-06-03T07:00:07.000Z under=2026-06-03T07:00:06.000Z,mlb-nym-sea-2026-06-03,mlb-nym-sea-2026-06-03-total-9pt5,2421174,107245806388775031766127059991156905344856474988326043132138201552897937343498,114034557212401247102509338505971517200694281029650778942088376292774768283955,https://polymarket.us/event/mlb-nym-sea-2026-06-03
2026-06-03,823456,1,MLB,Game Total O/U,San Diego Padres @ Philadelphia Phillies,San Diego Padres,Philadelphia Phillies,7.5,51.5,48.5,5,Under,Over 50-55 / Under 45-50,Under,Over 50-55 -,Under 45-50 +,03:00 ET history nearest over=2026-06-03T07:00:06.000Z under=2026-06-03T07:00:07.000Z,mlb-sd-phi-2026-06-03,mlb-sd-phi-2026-06-03-total-7pt5,2420273,39997438494702640782660163369339095246886258560570472422051211083198265002348,70796728612025583475001900209265710827844870775766320316740053595696404305098,https://polymarket.us/event/mlb-sd-phi-2026-06-03
2026-06-03,823456,1,MLB,Game Total O/U,San Diego Padres @ Philadelphia Phillies,San Diego Padres,Philadelphia Phillies,8.5,43,57,5,Under,Over 40-45 / Under 55-60,Under,Over 40-45 -,Under 55-60 +,03:00 ET history nearest over=2026-06-03T07:00:08.000Z under=2026-06-03T07:00:06.000Z,mlb-sd-phi-2026-06-03,mlb-sd-phi-2026-06-03-total-8pt5,2423159,18286682166641173010955203274117391004704254564534832336626434706940394492595,94569106681205046603282085448635048357253643477481625823184993688828850284664,https://polymarket.us/event/mlb-sd-phi-2026-06-03
2026-06-03,823456,1,MLB,Game Total O/U,San Diego Padres @ Philadelphia Phillies,San Diego Padres,Philadelphia Phillies,9.5,33,67,5,Under,Over 30-35 / Under 65-70,Under,Over 30-35 -,Under 65-70 +,03:00 ET history nearest over=2026-06-03T07:00:06.000Z under=2026-06-03T07:00:07.000Z,mlb-sd-phi-2026-06-03,mlb-sd-phi-2026-06-03-total-9pt5,2423160,108498323409805601738617032006338173992571999723399105614926323603749536063130,108684584431018334538487966627083958345585118343646323354603338461265542817565,https://polymarket.us/event/mlb-sd-phi-2026-06-03
2026-06-03,823780,1,MLB,Game Total O/U,San Francisco Giants @ Milwaukee Brewers,San Francisco Giants,Milwaukee Brewers,7.5,53,47,1,Under,Over 50-55 / Under 45-50,Under,Over 50-55 -,Under 45-50 +,03:00 ET history nearest over=2026-06-03T07:00:07.000Z under=2026-06-03T07:00:06.000Z,mlb-sf-mil-2026-06-03,mlb-sf-mil-2026-06-03-total-7pt5,2423172,49143796655749450892623260299113469941356502802257212629970927862749378100398,80117867183498341151071496398685245174541851239047241718733147078808076668087,https://polymarket.us/event/mlb-sf-mil-2026-06-03
2026-06-03,823780,1,MLB,Game Total O/U,San Francisco Giants @ Milwaukee Brewers,San Francisco Giants,Milwaukee Brewers,8.5,45,55,1,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-06-03T07:00:08.000Z under=2026-06-03T07:00:06.000Z,mlb-sf-mil-2026-06-03,mlb-sf-mil-2026-06-03-total-8pt5,2421709,112182313531326297723793765792628251462471987737074346140017321923655641249540,113708494171413090290775728775750055543307044043351813812261850373511747404930,https://polymarket.us/event/mlb-sf-mil-2026-06-03
2026-06-03,823780,1,MLB,Game Total O/U,San Francisco Giants @ Milwaukee Brewers,San Francisco Giants,Milwaukee Brewers,9.5,34.5,65.5,1,Under,Over 30-35 / Under 65-70,Under,Over 30-35 -,Under 65-70 +,03:00 ET history nearest over=2026-06-03T07:00:08.000Z under=2026-06-03T07:00:08.000Z,mlb-sf-mil-2026-06-03,mlb-sf-mil-2026-06-03-total-9pt5,2423383,4442012966139892854046943904558499834287840077660587137064544973556428827762,70142585817142138656480702619088066808062425536156167629011605856737272160736,https://polymarket.us/event/mlb-sf-mil-2026-06-03
2026-06-03,823051,1,MLB,Game Total O/U,Texas Rangers @ St. Louis Cardinals,Texas Rangers,St. Louis Cardinals,7.5,55,45,8,Over,Over 55-60 / Under 40-45,Over,Over 55-60 +,Under 40-45 -,03:00 ET history nearest over=2026-06-03T07:00:08.000Z under=2026-06-03T07:00:08.000Z,mlb-tex-stl-2026-06-03,mlb-tex-stl-2026-06-03-total-7pt5,2423394,80067778794146031470070469787360371184764006339000076853713048956452112256915,86600279257970438755775161055801246836553843111447255208781450282507238615156,https://polymarket.us/event/mlb-tex-stl-2026-06-03
2026-06-03,823051,1,MLB,Game Total O/U,Texas Rangers @ St. Louis Cardinals,Texas Rangers,St. Louis Cardinals,8.5,47,53,8,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-06-03T07:00:07.000Z under=2026-06-03T07:00:07.000Z,mlb-tex-stl-2026-06-03,mlb-tex-stl-2026-06-03-total-8pt5,2421184,42884571492330298806588658535874525559281281964305196085496719267709165077424,90329492567429493008456317600757518814965166113153347262918877163227379390700,https://polymarket.us/event/mlb-tex-stl-2026-06-03
2026-06-03,823051,1,MLB,Game Total O/U,Texas Rangers @ St. Louis Cardinals,Texas Rangers,St. Louis Cardinals,9.5,37.5,62.5,8,Under,Over 35-40 / Under 60-65,Under,Over 35-40 -,Under 60-65 +,03:00 ET history nearest over=2026-06-03T07:00:06.000Z under=2026-06-03T07:00:06.000Z,mlb-tex-stl-2026-06-03,mlb-tex-stl-2026-06-03-total-9pt5,2423395,106975108287137499176462459434435109501147247426406712652912038287549576920246,114306136861666047318468521584371160653240652940661159732072779140320683853438,https://polymarket.us/event/mlb-tex-stl-2026-06-03
2026-06-03,824917,1,MLB,Game Total O/U,Toronto Blue Jays @ Atlanta Braves,Toronto Blue Jays,Atlanta Braves,7.5,55.5,44.5,10,Over,Over 55-60 / Under 40-45,Over,Over 55-60 +,Under 40-45 -,03:00 ET history nearest over=2026-06-03T07:00:07.000Z under=2026-06-03T07:00:07.000Z,mlb-tor-atl-2026-06-03,mlb-tor-atl-2026-06-03-total-7pt5,2423369,73602184731433541742911705585816776165443235578717559364139936082282425631062,33427220744927525115060480140590172522065184320360541766996365959107271851866,https://polymarket.us/event/mlb-tor-atl-2026-06-03
2026-06-03,824917,1,MLB,Game Total O/U,Toronto Blue Jays @ Atlanta Braves,Toronto Blue Jays,Atlanta Braves,8.5,47.5,52.5,10,Over,Over 45-50 / Under 50-55,Over,Over 45-50 +,Under 50-55 -,03:00 ET history nearest over=2026-06-03T07:00:07.000Z under=2026-06-03T07:00:08.000Z,mlb-tor-atl-2026-06-03,mlb-tor-atl-2026-06-03-total-8pt5,2421182,66424414975572307236767130876314715546634968893835272159951016782576269901409,13439248301984417225924851256567859500554873386071665062328041848617004820494,https://polymarket.us/event/mlb-tor-atl-2026-06-03
2026-06-03,824917,1,MLB,Game Total O/U,Toronto Blue Jays @ Atlanta Braves,Toronto Blue Jays,Atlanta Braves,9.5,37.5,62.5,10,Over,Over 35-40 / Under 60-65,Over,Over 35-40 +,Under 60-65 -,03:00 ET history nearest over=2026-06-03T07:00:08.000Z under=2026-06-03T07:00:07.000Z,mlb-tor-atl-2026-06-03,mlb-tor-atl-2026-06-03-total-9pt5,2423370,93938176561471850607886985401847625963103098531815090850513974984927324959726,63309044494464746864682324891610799241833728369467249455098395781412706908019,https://polymarket.us/event/mlb-tor-atl-2026-06-03
2026-06-04,824753,1,MLB,Game Total O/U,Baltimore Orioles @ Boston Red Sox,Baltimore Orioles,Boston Red Sox,7.5,70.5,29.5,10,Over,Over 70-75 / Under 25-30,Over,Over 70-75 +,Under 25-30 -,03:00 ET history nearest over=2026-06-04T07:00:05.000Z under=2026-06-04T07:00:06.000Z,mlb-bal-bos-2026-06-04,mlb-bal-bos-2026-06-04-total-7pt5,2429493,52266422090108952656823173464220843335799577593651668276719718159185279772307,107427384511009436495007601257614217808755343609387671077738474918577792177484,https://polymarket.us/event/mlb-bal-bos-2026-06-04
2026-06-04,824753,1,MLB,Game Total O/U,Baltimore Orioles @ Boston Red Sox,Baltimore Orioles,Boston Red Sox,8.5,63.5,36.5,10,Over,Over 60-65 / Under 35-40,Over,Over 60-65 +,Under 35-40 -,03:00 ET history nearest over=2026-06-04T07:00:06.000Z under=2026-06-04T07:00:06.000Z,mlb-bal-bos-2026-06-04,mlb-bal-bos-2026-06-04-total-8pt5,2429494,1322355284559514409162096567384529466269892706855202505351677849782388223957,81111109949473048670459854588907548349318393517109406847469547941861909310592,https://polymarket.us/event/mlb-bal-bos-2026-06-04
2026-06-04,824753,1,MLB,Game Total O/U,Baltimore Orioles @ Boston Red Sox,Baltimore Orioles,Boston Red Sox,9.5,53,47,10,Over,Over 50-55 / Under 45-50,Over,Over 50-55 +,Under 45-50 -,03:00 ET history nearest over=2026-06-04T07:00:06.000Z under=2026-06-04T07:00:05.000Z,mlb-bal-bos-2026-06-04,mlb-bal-bos-2026-06-04-total-9pt5,2429495,35145677374704357136304287772842572444465447860408275660093869807638927878905,39111260733198076224798808348587846055364606043587213067019482128881228159521,https://polymarket.us/event/mlb-bal-bos-2026-06-04
2026-06-04,823542,1,MLB,Game Total O/U,Cleveland Guardians @ New York Yankees,Cleveland Guardians,New York Yankees,7.5,56.5,43.5,3,Under,Over 55-60 / Under 40-45,Under,Over 55-60 -,Under 40-45 +,03:00 ET history nearest over=2026-06-04T07:00:06.000Z under=2026-06-04T07:00:06.000Z,mlb-cle-nyy-2026-06-04,mlb-cle-nyy-2026-06-04-total-7pt5,2429502,20048347517758135781704106996002171971254305213010659273562107948822593256762,66883918743395638399391081885287192538266392976872361540483139677885433855505,https://polymarket.us/event/mlb-cle-nyy-2026-06-04
2026-06-04,823542,1,MLB,Game Total O/U,Cleveland Guardians @ New York Yankees,Cleveland Guardians,New York Yankees,8.5,48.5,51.5,3,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-06-04T07:00:05.000Z under=2026-06-04T07:00:05.000Z,mlb-cle-nyy-2026-06-04,mlb-cle-nyy-2026-06-04-total-8pt5,2429496,89094994606760919902686407939334073938404702978145627782378990111292665985141,14954922434035432818940993235265425334598593490671203420536193687686671863604,https://polymarket.us/event/mlb-cle-nyy-2026-06-04
2026-06-04,823542,1,MLB,Game Total O/U,Cleveland Guardians @ New York Yankees,Cleveland Guardians,New York Yankees,9.5,37.5,62.5,3,Under,Over 35-40 / Under 60-65,Under,Over 35-40 -,Under 60-65 +,03:00 ET history nearest over=2026-06-04T07:00:05.000Z under=2026-06-04T07:00:05.000Z,mlb-cle-nyy-2026-06-04,mlb-cle-nyy-2026-06-04-total-9pt5,2429062,79559957998235906012969877689838010247537695528417338039774973878390521015404,69772181011623833755857715854591338876093496341327491570001254017949310811741,https://polymarket.us/event/mlb-cle-nyy-2026-06-04
2026-06-04,823698,1,MLB,Game Total O/U,Kansas City Royals @ Minnesota Twins,Kansas City Royals,Minnesota Twins,7.5,64,36,14,Over,Over 60-65 / Under 35-40,Over,Over 60-65 +,Under 35-40 -,03:00 ET history nearest over=2026-06-04T07:00:05.000Z under=2026-06-04T07:00:05.000Z,mlb-kc-min-2026-06-04,mlb-kc-min-2026-06-04-total-7pt5,2432580,22755912467805083174509155627943639535837252404187837607691964413384515242339,112997031759440427805609487864633221066096736146868560843110972205677445424818,https://polymarket.us/event/mlb-kc-min-2026-06-04
2026-06-04,823698,1,MLB,Game Total O/U,Kansas City Royals @ Minnesota Twins,Kansas City Royals,Minnesota Twins,8.5,56,44,14,Over,Over 55-60 / Under 40-45,Over,Over 55-60 +,Under 40-45 -,03:00 ET history nearest over=2026-06-04T07:00:06.000Z under=2026-06-04T07:00:06.000Z,mlb-kc-min-2026-06-04,mlb-kc-min-2026-06-04-total-8pt5,2432581,40868116017596456619122025690474357067742581959707500651125930185814712824875,75724115191464909820106176170004567053796409518785962611179027470090612616755,https://polymarket.us/event/mlb-kc-min-2026-06-04
2026-06-04,823698,1,MLB,Game Total O/U,Kansas City Royals @ Minnesota Twins,Kansas City Royals,Minnesota Twins,9.5,45.5,54.5,14,Over,Over 45-50 / Under 50-55,Over,Over 45-50 +,Under 50-55 -,03:00 ET history nearest over=2026-06-04T07:00:06.000Z under=2026-06-04T07:00:06.000Z,mlb-kc-min-2026-06-04,mlb-kc-min-2026-06-04-total-9pt5,2431962,45715149863099526070163362935784416109990050895200057195378053070056232978784,9610276113135113256312572069930656979791191823990787351371311507260263465892,https://polymarket.us/event/mlb-kc-min-2026-06-04
2026-06-04,823457,1,MLB,Game Total O/U,San Diego Padres @ Philadelphia Phillies,San Diego Padres,Philadelphia Phillies,7.5,56,44,10,Over,Over 55-60 / Under 40-45,Over,Over 55-60 +,Under 40-45 -,03:00 ET history nearest over=2026-06-04T07:00:06.000Z under=2026-06-04T07:00:06.000Z,mlb-sd-phi-2026-06-04,mlb-sd-phi-2026-06-04-total-7pt5,2429486,15785772164992022052962159780001270501331478823443340545048345916449367169110,78963791126041631596990383231025998759903377392693855660939670947730049677711,https://polymarket.us/event/mlb-sd-phi-2026-06-04
2026-06-04,823457,1,MLB,Game Total O/U,San Diego Padres @ Philadelphia Phillies,San Diego Padres,Philadelphia Phillies,8.5,48.5,51.5,10,Over,Over 45-50 / Under 50-55,Over,Over 45-50 +,Under 50-55 -,03:00 ET history nearest over=2026-06-04T07:00:06.000Z under=2026-06-04T07:00:06.000Z,mlb-sd-phi-2026-06-04,mlb-sd-phi-2026-06-04-total-8pt5,2429058,13610012621007957583820363125741606592347286526262214972859439636544615363757,90753975206698122543167967182044680402688124662703790382931158159676965655577,https://polymarket.us/event/mlb-sd-phi-2026-06-04
2026-06-04,823457,1,MLB,Game Total O/U,San Diego Padres @ Philadelphia Phillies,San Diego Padres,Philadelphia Phillies,9.5,36.5,63.5,10,Over,Over 35-40 / Under 60-65,Over,Over 35-40 +,Under 60-65 -,03:00 ET history nearest over=2026-06-04T07:00:06.000Z under=2026-06-04T07:00:06.000Z,mlb-sd-phi-2026-06-04,mlb-sd-phi-2026-06-04-total-9pt5,2429487,37614905903855703450143475170475367889055497611879177455074367055567517001865,101698942392173571087709916711809572995998127768070408967341425227106296553646,https://polymarket.us/event/mlb-sd-phi-2026-06-04
